homestay_id,destination_id,homestay_name,province,district,municipality,latitude,longitude,price_per_night,rating,review_count,review,room_type,max_guests,amenities,best_season,description,phone,booking_url,image_url
H11_04,11,"Family Peace House, Kathmandu - Single Room with Private Bathroom",Bagmati,Bhaktapur,,27.7181205,85.2894249,,5.0,,,,,,,"Kathmandu 44600, Nepal",,https://www.freecancellations.com/search/FDt1RFBVS3sEXFcBDVhQR1BXWxhlQ1JG?lat=27.71812&lng=85.30848&language=de,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGZ5m1j7zpMUtq_ZAkTeZwozyS0zaQL8jvYZdi9ZHtjKleHbHi4eqDo3NW7Ks6lqz-Eu6BLkTAt4wcptEZ_y5FWUXxlHGCatKTRK3HwlKo5MiQWn0JC4G2_1agLVF-FABM8BGc88Rdd81gADJkfRX-xjjRj3MMWyw2FFFH4KC_qJ9vHGOgP8a1F4Q=w408-h272-k-no
H11_05,11,Cityview Guest House - Standard Studio,Bagmati,Bhaktapur,,27.7031708,85.2867928,,,,,,,,,"Kathmandu 44600, Nepal",,https://www.freecancellations.com/search/F2ZySwRVSnRUDVNRXglRRQsODUpgTANH?lat=27.70317&lng=85.30585&language=de,https://lh3.googleusercontent.com/gps-proxy/ALd4DhH8ZAFHz81mAa7nNEAD11CCb2YmbksOKZAH_TESP1tp-5rsBordgRZp623fgHoGjhtKq5vk-UE-tUjLAHj_YGFiy6fDsiN58eLfMn318vhiLghtZSMA6oTw5nRzCxEE78p0u_t1rLGNSkwHOG_BGQ1U6mE2Yq7lg2bDsADGgoorsix7VyuzwH_u=w408-h272-k-no
H12_02,12,Jhigu Homestay Patan,Bagmati,Lalitpur,,27.6935255,85.304596,,,,,,,,,"Lalitpur 44600, Nepal",,https://br.bluepillow.com/search/67a23ebd905c444f2d084889?dest=ago&cat=Vacation+rental+%28other%29&lat=27.67263&lng=85.32656&language=pt,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGCluSl-jkO2W33W8ISvhDIoktGgB3YIMPpTjDxfpfPmZ7mgovuFt7u7MUg9blakx6zNqrINaz57Q3HeXu4hnC_n8-7Je0w34L9G9P9km0fjhOo_z_r92DWmJ3F0LCmT_ABcrBFNNodcmeyC_dXtMofq7Scn_2Nf0fw_6X4yEua-aEnc85bfQM=w408-h612-k-no
H12_03,12,Jhigu Homestay Patan - Budget Single Room,Bagmati,Lalitpur,,27.6726398,85.2884598,,,,,,,,,"Lalitpur 44600, Nepal",,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHzeA2eMYLH_GvWiw3pnXgfKHlymLclEfYmdOEBXnM9HqxxAm-SJFeIMMl3ez_n84wow3LNbdI8DLVAMelLW67adv674cUJ7ToNJhXXlK_zxbx3GadxexzHr-_LMrH5ZxJsK9UIRcrJHHpU1G5YE23-uEXznoukNQtteRhjwsLwXS8CHZjA4O5rVQ=w408-h612-k-no
H12_04,12,Om Pension Guest House - Room,Bagmati,Lalitpur,,27.6732006,85.2888718,,,,,,,,,"Lalitpur 44600, Nepal",,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGQIpnWFiSsPRD4MndrHdPviZOmNpu2ZN8rk6jescizGJnzuSu8JC9hlrh7a8UaFH-e0-GGSfRP2DThWt7kyNagtp7SWjfJ5TBGnrixY9TzQUb8YdnNynkBsp8ut8TnxT-vcWci5K7mw85N1kYS7FbZnZVPUcTfIKzQCu1vzNJnbpOA17XLNu8BRw=w408-h408-k-no
H1_01,1,Phewa lake Pokhara,Gandaki,Kaski,,28.2153837,83.907208,,4.9,8,"Beautiful and serene, and close to the Pokhara market, so can be a combined visit",,,,,"6W8W+544 Phewa Lake, Pokhara 33700, Nepal",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn1Y0T5wfCD6xPFuaDReRFL7x_cX7rvPTRmNGlbrdccfo5A2fS0t_XpUKBe34POc4Ffs-jfHFzpqBMhuYaZZrPVIx5A6fXbZGYowHCVZaQ7JBJ2YTAT13idBzhQOqaAxL-ADyijAqkJWBc=w408-h544-k-no
H1_02,1,Shanti Cottage Managed By Shanti Guest House Group - Double Room with Mountain View,Gandaki,Kaski,,28.2153837,83.907208,,,,,,,,,"Pokhara 33700, Nepal",,https://br.bluepillow.com/search/68e3dc03f93025efadaa5956?dest=nuit&cat=Bed+and+breakfast&lat=28.2242&lng=83.95467&language=pt,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHbHRsyzkDryYauAjBQX_Ca2CjmcmSvwBpd-kB_g_hrO6z9J26d3uyaeDToSWEyyXLp2WfEuvuBjYQA0WoLI2Y0cRy5yWUnAQmc-WuEc2_gUtS8MTfogdGblBXGoSnEMx6LrZ7xWouAoj0q_a4fHV7jJDRMdIz3K_7kiTHAuhJLoHbdi4yHCtmK=w408-h272-k-no
H1_03,1,Pushpa Guest House - Basic Double or Twin Room,Gandaki,Kaski,,28.2153837,83.907208,,4.7,,,,,,,"Pokhara 33700, Nepal",,https://www.freecancellations.com/search/F2cjQQEBHXQHV1BVXlkEEggLD01pRFAU?lat=28.21035&lng=83.95768&language=de,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHxsKXaYGg8mm_vNA0c5BjiAznjGr9Lgcp86oG0uRCWNibQ0R8-IGH4Jfp2TDqVqzwe4CSNTXP1s42eI4v60RGYLnVvAzcDI1Ufe1fClNNtWA-uQhG8efSh3wKNbITZSjkCsOPRJzvZT-OVfhFOHoC3HX1bMMqyKreOjEhZEK3Hulzz8bBPaG0=w408-h272-k-no
H1_04,1,My beautiful cottage in pokhara - Superior Studio,Gandaki,Kaski,,28.2153837,83.907208,,5.0,,,,,,,"Pokhara 33700, Nepal",,https://br.bluepillow.com/search/5b80d1407c00cb256478b608/397596404?dest=bkng&cat=House&lat=28.22509&lng=83.95088&language=pt,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHF32XlY03l97lp-jNHj31Cgbm90-iqv8xUqh7N_K3HDLcx3LPyu_xilU7NX1jHJTy0AaIBFXPRr722ejSAsr1wwhzkA8hwYeVhjDfxL9lh3-rhBw_XUvfynGtT2nBNjPlSy5Z5Jyeqw1B0C3_C8Vi_6lYJgBDukRJ6xwEQJQ3pjFYy14bqIaTu=w408-h306-k-no
H1_05,1,Sunset guest house - Double Room with Private Bathroom,Gandaki,Kaski,,28.2153837,83.907208,,5.0,,,,,,,"Pokhara 33700, Nepal",,https://br.bluepillow.com/search/5c7808927c00cb1278b6357a/468484103?dest=bkng&cat=House&lat=28.21772&lng=83.95911&language=pt,https://lh3.googleusercontent.com/gps-proxy/ALd4DhH-l0oblWM1OhEKAjXc-Wgd3E83ZBLzrduFeOu1tE8VjvGiB4ixHptD3tbKW8ynRFOtQz-miuSj6GJfJtQfYiBGmng9ETMLNVU5ydMjeeEcGhpNqKK8KyNuy9Us5lT_iVgEQLNSPQwmGVNAS_7ZmZ9JrJ-0tkXG5M9wc2O3O5LS283wux54b6fd=w408-h272-k-no
H2_02,2,Lake View Lodge Sarangkot - Small Double Room,Gandaki,Kaski,,28.2441692,83.9105912,,5.0,,,,,,,"Pokhara 33700, Nepal",,https://br.bluepillow.com/search/5d96c623e24da41074d619e2?dest=bkng&cat=House&lat=28.24417&lng=83.9487&language=pt,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFZfxHpr9qMYe5m7QxekD7ex024XdZx0aLN4tVS_t8xy71QViKW_z4tCar2IXIaOj3AgjKrrXILIwARaem7yE0fgABMXNLttu1VyqL-HeHqg2HFieFTC5yaHYdUazAaaC1kV-8u_t28B7SpLcDN-oMl2b87g0g_97wbEtzuzKVEYDGWf3vDivsoVw=w408-h332-k-no
H2_03,2,Thapa Home Stay - Entire Place,Gandaki,Kaski,,28.2438469,83.9104614,,1.3,,,,,,,"Pokhara 33700, Nepal",,https://www.booking.com/hotel/np/thapa-home-stay-pokhara.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-10021605&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-10021605_grp-1_gendate-20260711,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFH22vrXUf3K6TdQiJuqGGZcTGas1pzKySaVipRt0QsinJzcMg9sK_m-1RSiSe2TG9tZAF0TmdWPjB94T0JxRWMghSvbLLEWc3MSOolWodPMDJO4I69pXXCp66Zx7f-6NXkD6ZFEfnNCIA5bGruwqNwVAcrm1lstjKLcZfKBvIGmGgNG0uHsHMa4A=w437-h240-k-no
H2_04,2,Panoramic View Guest House Sarangkot - Deluxe Double Room,Gandaki,Kaski,,28.2429008,83.9100647,,4.8,,,,,,,"Pokhara 33700, Nepal",,https://br.bluepillow.com/search/654cb1203011da1e8b78d3cb/1085404103?dest=bkng&cat=House&lat=28.2429&lng=83.94817&language=pt,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGqiDNSFdvt7JFvwLDwvYPLSsCpUB17RfGO5W6nqokO46sUbG_oLhemYQzKDqBGlRP3pcsDwJ-ofqNupIUGw5VaGyHQ9jBV-ih3qjQEJP9-jZobbonGLUQJ1vndVSrNtU3kCQirH94X_xeHtFMyfVkpBbI4lBr2PXs7amjRld0SHDrrAEYnfHbSnQ=w408-h305-k-no
H2_05,2,"Superview Lodge - Family-Run, Himalayan Sunrise - Junior Suite",Gandaki,Kaski,,28.2445698,83.9105606,,5.0,,,,,,,"Pokhara 33700, Nepal",,https://www.freecancellations.com/search/F2giQ1MDGyAAXFIBVVhYTQ8KDx5hQAMU?lat=28.24457&lng=83.94867&language=de,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEwykGGm5InQmZct8Ef-tFRbypkl-qFZu-BDvNzwV-kUf_98KBG_F7o8GPC-qLciuZIU7dH-mR6U9mnWXXhHTHLgKbjZBZig49gTbHXSsaLwZnrQxw7sYmNXgA8qcORDr2VkGsbR8ghEq5ODwBPNsQtr5xIGV6Lz76ALfGzHHGOUFGy2GFJsaEi7A=w408-h272-k-no
H3_01,3,Annapurna Guesthouse,Gandaki,Kaski,,28.5306624,83.7260023,,4.5,26,"Annapurna Guest House - A Memorable Experience
Our stay at Annapurna Guest House was truly exceptional. The ambiance was very pleasant, providing a comfortable and peaceful environment. The rooms were clean …",,,,,"GVJH+798, Ghandruk 33700, Nepal",+977 984-6063557,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWm3Laf3N9I46Wbh2V3CewT--C4zwhqPNyRTx6-gPAvK2I9nnD4kyoz1-TenUfO8e5CU7CVFfL_yHTBL596cuz41_F37EmqDCmbk6H3VpEfHFxy64MJxMYak776B_lV5DFHPUPQh=w408-h306-k-no
H3_02,3,Narchyang Community Homestay,Gandaki,Kaski,,28.5989303,83.5887146,,,,,,,,,"Narchyang 33200, Nepal",,https://br.bluepillow.com/search/67a203c1905c444f2d021bfb?dest=ago&cat=Vacation+rental+%28other%29&lat=28.59893&lng=83.74115&language=pt,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEz9vuADhpGuexXb61HcwCTPzk0_85lHRrN2PX14f3M0E3evbN_9loB2lMbKIlflbQCqS80Eqi2p0-FFPGajdzMLaeyb4pqivtj401_c0Bd6XIBxWbmFa69KFACA7qi2iJlLNwBMpUXdYsTBQUSn9Z73s76nH3uZ7HdneiLUcBOXvbvhD8E2OcV=w408-h305-k-no
H3_03,3,Ghachowk Farm House - Double Room,Gandaki,Kaski,,28.5306624,83.7260023,,,,,,,,,"Machhapuchchhre 33700, Nepal",,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHK7GDg--zHT1GYrsld8pnenxpTY6ZqQPeUGn86r2ZZfms2nUAYbkgB6UYnB-fz6BlqX6zhdGeRls_sXP22tRUdqbcZ2TjLDbNdr7nrEdstG5H3_pb52xN2TnHvNoVXp4qLZ__A7UfPmAQ6MUwby1fGsEpDAGfJKpkVjE68pecp_J2cqgg28_8u=w408-h272-k-no
H5_02,5,Sapana Village Lodge,Bagmati,Chitwan,,27.5897707,84.1872465,,4.6,643,"I had the moMy stay at Sapana was truly exceptional. The resort grounds were immaculate, and the amenities outstanding. The staff were consistently helpful, friendly, and professional. My guide, Janak, was extraordinary and quickly became a …",,,,,"National Park, Baghmara Road, Ratnanagar 44200, Nepal",+977 56-580308,http://www.sapanalodge.com/,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnp06YQDfZgq3eireQpEk55d9url0jDC5odU7o5SR-ltOvQ9lZTWTToULCf0ojE697SqEbmZICSQEp4IwayKdndF2fqHcaJzzON_1kud0jXI4EjdpoQ4PtBByGSa4p7hyyf4SsXDA=w408-h272-k-no
H5_03,5,Kings jungle safari & Culture home stay,Bagmati,Chitwan,,27.5696201,83.9294281,,1.4,,,,,,,"Narayani 44200, Nepal",,https://deals.vio.com/?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D120002785%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,https://lh3.googleusercontent.com/gps-proxy/ALd4DhE5cniMelOI0pe9YXj_W1lkLzdKph00drtQti_5XY82qM2bXrUqV7a93u6wPMtGPjfdlMHrAK-0EQILi8yjnTc_Kdb_g-sJozTnwAspsb0OPKBS9GECt2qG31dL0U2G9d6TD37sBRRNKgMpXJ7ynWIeonFXVvf8XQLhyxG6XQKdUBBzia0GgD8=w408-h272-k-no
H5_04,5,Wildflow jungle yoga safari and homestay - Triple Room with Private Bathroom,Bagmati,Chitwan,,27.5688896,83.9289017,,,,,,,,,"Narayani 44200, Nepal",,https://br.bluepillow.com/search/694976c40c60a53fb7d1d230?dest=nuit&cat=Vacation+rental+%28other%29&lat=27.56889&lng=84.23377&language=pt,https://lh3.googleusercontent.com/gps-proxy/ALd4DhE8rPyFMWH0QuE5H6cr20ITeuNB3bzPxit0xSziVIoYEQ0dXldBg5WAKAIqj9Ok0Ci0UfGmmmxQskvRerS78pm86PHb-2hDHXpZ7Emg8YUBuSCBcpctU8vb1uHthx4qnwJsN5bS3X9Q5b2xRbIA6leiRP1ECsRTvl3V4kS_QEXYzyyJmcAwKdQ=w408-h272-k-no
H5_05,5,Shanta Ghar A Rustic Guesthouse,Bagmati,Chitwan,,27.5897707,84.1872465,,4.7,,,,,,,"Madi 44200, Nepal",,https://deals.vio.com/?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D4528275%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFWQZI3t1yJQspkMJUvIz3tQTfetI7UyTxA6a74zovSqbkWZliGNd49IDVDnlIfkutd5Eo30PuwWFjgsmamT0Qrmr-5gDQ33Vyo_TCcd4JdFAkMcJ0ACyAwJCCVLEaYS1UrbQ-POPSIZejP-sx8OUOzozRHaHkas8Uz3hV5C2t4bh5qJ7r567GH=w426-h240-k-no
H6_01,6,Tathāgata Homestay,Lumbini,Rupandehi,,27.4670756,78.4083501,,4.4,41,"Winter the hot showers were welcome, many places have roof water heaters and cold/warm water only.
On the edge of town to be lovely and quiet (no traffic) but still near enough to …",,,,,"Street No. 7, Lumbini Sanskritik 32914, Nepal",+977 985-7024046,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWm1W-l_etOqjPddHNcEbtU2xVtUNzwa0KNmboUDTUyIcPFglhlHXJHp3P_mfGRQJZYBTo0D8VW1Rbzg3Bq0gChwDR1EOzQSE1SWuAVFIfIuhJPJ20d9Hk3oTmQaJrIiUW1l4Hc=w408-h306-k-no
H6_02,6,Lumbini Garden Lodge,Lumbini,Rupandehi,,27.470383,78.406941,,4.0,316,The full review will appear in my YT channel Road My Life Hindi (Pune to Ayodhya / Nepal Series) …,,,,,"Street No. 1 , Mahilwar Bazaar Lumbini cultural municipality -10, Lumbini 32914, Nepal",+977 71-580146,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWksRS8SCYYzSLbYzs-m14LG_CXZBkFIO-IVFT2GeGa6Iiwuo3wFRiv27uBWRQpWRHD63dAipdNgYpr-Uc9olpMt2WOqZfM6jmJ0z4cczSNxSWS6M4dxkLtuqYKoi_cT9OyIcSOJ=w408-h318-k-no
H6_03,6,Lumbini Heritage Home,Lumbini,Rupandehi,,27.7228004,81.9437431,,4.5,71,Stayed with a group. Nice clean. But mozzies were there as usual. Saw a nice clean pool but we didn’t swim. Breakfast was good and service good. Had dinner there and good too. Really value for money.,,,,,"Nagbahal-16, 5 minute walking distance from Patan Durbar Square, Lalitpur 44700, Nepal",+977 984-0466686,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhF15KP-qS5u7wLTrvURN0Oge_ttOv67cZFzGCUmAkRMgkl-sFP_UM8eNdQOrFqYMwa8TmJd822ZiawW-BTv2i9FRgAqXBPLbshOE-cCq0_1QoGV5MrGwMcnN52Locgi0a1LoYcIEM9hIIeSVEFD5AKPcF8UrM_dYn2rEteNSrrE4QfTMMwNuDY=w408-h272-k-no
H6_04,6,Lumbini Village Lodge,Lumbini,Rupandehi,,27.470386,78.4071165,,4.2,401,"Located just 3 minute away from the gates of the Sacred Garden, the Lodge provides great food and rooms that suit our every need. I would particularly commend the kindness and frankness of the owner and his loving family for stating hotel …",,,,,"Lumbini Market, Lumbini Sanskritik 32900, Nepal",+977 71-580432,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmMWb1vJ1TyzeFi-_Fk-qyPTylYOw8DjLtF0u7oFFW71nAgS6lUV5COcJ32H8OgT2mswKEiVYlNSdJE4xnFXgK1U4YE3VfterSfGTbpXblipVNMZrR5jjS64oXWMIWhHePcMA4S=w519-h240-k-no
H6_05,6,Lumbini Palace Resort Ltd.,Lumbini,Rupandehi,,27.5844296,78.4989043,,4.3,1464,"Had a wonderful experience here. The atmosphere at night is beautiful, with a great combination of restaurant and bar facilities that create a relaxing and enjoyable environment. The staff were extremely friendly, welcoming, and always …",,,,,"Siyari 5, Siddhapur, Dayanagar 32900, Nepal",+977 971-2010005,http://www.lumbinipalace.com/,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmVMwcB4jfRFGx4tuJ5H8a3AK-HGkEIQD4xVWG4mq9yJfQ1dKToDYd0fNj1SeteaZd7s1O8gXAriaKha0U6i7dpoYoNAkm6pzr1b1Q6DgG_cF5kddzuE1uJLdrwtTCo7DXgG3g=w408-h272-k-no
H7_02,7,Swoyambhu view homestay,Bagmati,Kathmandu,,27.7174477,85.2033704,,4.9,27,,,,,,"P79H+6R7, Kathmandu 44600, Nepal",+977 984-5910616,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlp6PYAM5Sds_I0NMwPP4bmr7pWSPcRyQK4SUEcLQOAsUGAmFSLCSTgBE8hEPPIyK2Pg6_SjL1oWyJGr19ovopRnPjHhnlJKD3vVOnqJF6XyLNvHaRI6aBygcoNlmi7OcOgyjLLbXKi1SLo=w408-h306-k-no
H7_03,7,Peace Homestay,Bagmati,Kathmandu,,27.7284737,85.2184399,,4.8,54,,,,,,"P7HV+QHM, Janajagriti Marg, Kathmandu 44600, Nepal",+977 982-3432892,https://www.peacehomestay.com/,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlC6gfUPccyl70zlJ29XkCfUPUt0f9S2U1y2Zloox18FXsFMtRaspitlrzMOSgnufTShOjnRG47NPnWmaGYG0GeMjMRWBBfDHQFsW0F1qcUKyGTvAqn3b8q4qswhERKZQehmCTURQ=w408-h544-k-no
H7_04,7,Dil's Homestay & Apartment,Bagmati,Kathmandu,,27.718102,85.2314444,,4.8,139,"A nice place for a short stop during your travels.

🚶‍♀️ Getting there: The Indrive driver dropped me off at the main street, from …",,,,,"Swayambhu Marg, Kathmandu 44600, Nepal",+977 985-1084187,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWna3pwNMuhQ43QZILMXKlmzkakJJuRvPPOqYDwOQxOwFirJXxFLGmmLXpDDUmPse8keocoK8b8vhLd2MVVyKur7pURd-LIlNDYnkHWd1Lr2KysgMuk_tKTIUl_GoeuAjd_xe7h9=w408-h272-k-no
H7_05,7,Mums Homestay & Apartments- A Real Homestay Experience,Bagmati,Kathmandu,,27.7310819,85.2083399,,4.6,242,"Mira and Sudarshan were very friendly, thoughtful and caring hosts. Lots of interesting walks can be made from the homestay and it is very relaxing to be away from the mania of downtown Kathmandu. They helped me sort out treatment for a …",,,,,"Nagarjune-1, Radhakrishna Temple, 6 Manakamanamarga, Street, Kathmandu 44600, Nepal",+977 984-9117965,https://admin.booking.com/hotel/hoteladmin/extranet_ng/manage/home.html?hotel_id=1890269&ses=36d4e005741730e0ed26508d9b66315b&lang=xu,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkYNtkWgFya1UBTs_F7SNW4JmBzJSzIwJNkFFsKYxhyRnPaA4UCGIx_CdIjtz6sfiKiosiAeQ102WeyBt4vYffarMajVMWZBi7Brn5gHZGLr_gpPXgH7c-caT8mXfNVFe3Z-JLp=w408-h272-k-no
H8_02,8,Nest HomeStay & Adventure Pashupatinath,Bagmati,Kathmandu,,27.7107178,84.1264407,,4.8,23,"Amazing host and a beautiful place with a rich heritage feel.

We stayed here for two nights with our group in mid-January, and it was a …",,,,,"Temple, Kathmandu 44600, Nepal",+977 985-1116800,https://www.nesthomeshare.com/,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnHaQ9r1ihpd0CCnD6j-sh84ibDKFtoJdt9mfL91NYgH-E1Er_hqsQarQMZdrqoddbwpaQkv0NC7dNe4E9uGgI2YwoXi7OXwZbAL6i79efU4W-VVo3774DbXcSyw9p8vm-GOacnoMKYERo=w408-h579-k-no
H8_03,8,Mums Homestay & Apartments- A Real Homestay Experience,Bagmati,Kathmandu,,27.7310819,80.4066279,,4.6,242,"Mira and Sudarshan were very friendly, thoughtful and caring hosts. Lots of interesting walks can be made from the homestay and it is very relaxing to be away from the mania of downtown Kathmandu. They helped me sort out treatment for a …",,,,,"Nagarjune-1, Radhakrishna Temple, 6 Manakamanamarga, Street, Kathmandu 44600, Nepal",+977 984-9117965,https://admin.booking.com/hotel/hoteladmin/extranet_ng/manage/home.html?hotel_id=1890269&ses=36d4e005741730e0ed26508d9b66315b&lang=xu,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkYNtkWgFya1UBTs_F7SNW4JmBzJSzIwJNkFFsKYxhyRnPaA4UCGIx_CdIjtz6sfiKiosiAeQ102WeyBt4vYffarMajVMWZBi7Brn5gHZGLr_gpPXgH7c-caT8mXfNVFe3Z-JLp=w408-h272-k-no
H8_04,8,Peace Homestay,Bagmati,Kathmandu,,27.7284737,80.4167279,,4.8,54,,,,,,"P7HV+QHM, Janajagriti Marg, Kathmandu 44600, Nepal",+977 982-3432892,https://www.peacehomestay.com/,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlC6gfUPccyl70zlJ29XkCfUPUt0f9S2U1y2Zloox18FXsFMtRaspitlrzMOSgnufTShOjnRG47NPnWmaGYG0GeMjMRWBBfDHQFsW0F1qcUKyGTvAqn3b8q4qswhERKZQehmCTURQ=w408-h544-k-no
H8_05,8,Swagat Home Stay,Bagmati,Kathmandu,,27.7022898,80.4556708,,4.8,61,"We truly had the privilege of staying at Swagat Homestay. I came from Canada, and my three friends traveled all the way from Malaysia and from the moment we arrived, we felt completely at home. …",,,,,"Maiti Devi Marg, Kathmandu 44600, Nepal",+977 980-8228013,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlf02K0OG914UhA3r6mnNQpufjV2MGf0En6LHiVJeR6wzki5uIbkcpOgEUcuYfVsGB6CQrHDVkHIS6iVA3p_pQ6SlALzOIWke-5Ml_eHNWsudx68PvlxquBSOp1hTNOr5ohO_mYrg=w408-h544-k-no
H9_02,9,Bedroom with Balcony and Boudha Stupa View - Entire Place,Bagmati,Kathmandu,,27.72081,85.339363,,4.3,,,,,,,"Kathmandu 44600, Nepal",,https://www.booking.com/hotel/np/rich-red-carpet-room-with-a-boudha-view-balcony.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-15332647&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-15332647_grp-3_gendate-20260711,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEtdH5YxKRZUeDTsIptLfZge6FoobxcHVybcDdr2eEV942itZJLlzWYX8X8uFmPTuAMrTpyptXzxcHx65jTe8x7UywMhSpUbvsEqLpBMuGUmBrgKxGTDcGf8Wr6GmHxOOSEQTJGm4d33GACEbn5k4GGKLZNrS643BdjvrF1-mkRZF8Gtl6rIiP1=w437-h240-k-no
H9_03,9,Quiet Forest room 1 min from Stupa - Entire Place,Bagmati,Kathmandu,,27.722216,85.3371655,,3.5,,,,,,,"Kathmandu 44600, Nepal",,https://www.booking.com/hotel/np/leaves-of-linden-by-boudha.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-15332508&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-15332508_grp-0_gendate-20260711,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHdrEFFycIfKi7SIAUZAsY0XRw2WnrnnSD7kMBSEGaDj-fiASla8tNBMiSIh58zIDS0gVGG851pCA8ZwIw4dNHTDDJw_gSNUwP29r0HAFgVv1MEgNyybpQvyYWQC6iLlKJ39he8qCCk3gQfbefCPhb-tR6OeWA9jaYVRdTwMVx6FiSyyUF3EmDI=w437-h240-k-no
H9_04,9,Hidden Garden Stay Your Home Near Boudha Stupa - Entire Place,Bagmati,Kathmandu,,27.722216,85.3371655,,4.3,,,,,,,"Kathmandu 44600, Nepal",,https://www.booking.com/hotel/np/hidden-garden-stay-your-home-near-boudha-stupa.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-13913456&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-13913456_grp-0_gendate-20260711,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGax2fwQOa66UyptRQjWy986_4A5IB9DYuWn7jMmdZGvXvszzK9tRL9BlcqKZOWQkHMbF2qy1otgC8Ae0te0vZMuPBmtDOXYzOEHqbXkk9yi9CA0icw8OUuscCRrBetJT5RtDQgRxn16wqLY710VRC2LVjFX99L5YeQhm6pXcmigKL739nYW7J_=w437-h240-k-no
H9_05,9,Big Traditional Room with Boudha Stupa View - Entire Place,Bagmati,Kathmandu,,27.722216,85.3371655,,4.0,,,,,,,"Kathmandu 44600, Nepal",,https://www.booking.com/hotel/np/big-blue-room-by-bouddha.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-15332200&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-15332200_grp-0_gendate-20260711,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFZh03hU8EZacvix3c5gb3APHwPHtI6Vu5H-xNARob0C7kQjSc1cHy4jFjvxmvzYqG14FY_lLy8tg1Z3MwpxLEqNuBvChI-xZo-PYVfA5dINbhLuABlWZISydISQPp1r9BdPj3yT9f8f2hVGVlC-YyF_ZfxpruYHwAJYmVKoHntZi0CNiKwKbBiLg=w437-h240-k-no
